deskripsi,komentar,menatap,memegang
"ketika kami naik bus, kebanyakan pria mengomentari gadis-gadis itu.",0,0,1
Ada komentar terus menerus ketika saya keluar dengan teman-teman saya selama jam 6 sore ..,1,0,0
rantaiku direnggut saat aku di riksa dan kembali dari kerja,0,0,0
"Terjadi pada sore hari, di bus yang sedang bergerak.",0,0,1
Saya membeli sepasang sepatu dan ada seorang laki-laki berdiri di sebelah saya yang terus menerus menatap saya dari ujung kepala sampai ujung kaki sambil menyiulkan lagu murahan.,0,0,0
"Ketika saya masih di sekolah, salah satu senior saya melecehkan saya dengan sangat buruk hanya karena saya menyuruhnya untuk tersesat dari kelas karena dia melakukan hal-hal yang sangat buruk kepada perempuan.",0,0,0
"dua orang berteriak ""Aku mencintaimu"". Mereka berada di dalam sepeda. Aku mengambil batu bata dan melemparkannya ke arah mereka",1,0,0
Saya keluar rumah untuk jalan-jalan malam. Saya melihat seorang pria telanjang bermasturbasi di depan rumah saya.,1,0,0
Saya sedang berjalan di pasar TOI dan salah satu orang yang menjual pakaian melingkarkan lengannya di bahu saya dan saya mencoba untuk melepaskannya tetapi saya tidak bisa kami bertengkar dan kemudian dia akhirnya melepaskan saya.,0,0,1
"Watchman of Liberty building Tiwari tampaknya menjadi pelecehan anak. Merasa anak-anak dan berciuman secara paksa. Kami memilih untuk tetap anonim, ini dari pengamatan.",0,0,1
Insiden ini terjadi di dekat bypass setelah jam 3 sore pada hari Visarjan. Saya dan teman saya ada di dalam mobil dan beberapa orang meneriaki kami dari sebuah truk.,0,0,0
"Merutuk, menyentuh, dan meraba-raba",0,1,1
"Ketika saya datang ke hostel saya dengan dua orang teman, sekelompok pria mulai berkomentar dan menggunakan bahasa kasar. Itu terjadi sekitar jam 78 malam.",1,0,0
"hari itu ada kesibukan di metro dan saya bertemu dengan salah satu teman saya, seorang pria menyentuh punggung saya dan saya merasa sangat tidak nyaman dan memarahinya.",0,0,1
laporan itu diambil di pasar dadar. lokasi tepatnya berada di antara toko-toko salesociety yang besar. wawancara tidak terasa aman karena terburu-buru.,0,0,1
Saya kembali dari rumah paman dari pihak ibu saya. Saya sendirian. Tiga anak laki-laki berjalan ke arah saya. mereka menertawakan kami dan bahkan mengomentari saya.,1,1,0
masalah keamanan,0,0,0
"Ketika saya mengunjungi rumah paman dari pihak ibu saya, ada sekelompok anak laki-laki di dekat Swayambhu yang menggoda saya dengan catcall dan whistling.",0,0,0
Saya sedang berjalan dan seseorang mencoba menyentuh saya dengan cara yang sangat buruk.,0,0,1
Cowok selalu bersumpah dan menggunakan kata-kata kasar untuk menyapa cewek berkali-kali.,1,0,0
"Pada suatu Minggu sore yang panas, saya naik taksi menuju pasar di Muea, ada seorang laki-laki duduk di depan di samping sopir, ketika sopir menurunkan semua orang, saya adalah satu-satunya di taksi itu. Tiba-tiba dia mulai menyentuh saya dan memberi tahu saya bahwa saya memiliki kaki segar. Dia meminta nomor saya tetapi saya tidak memberikannya.",0,0,1
Saya bepergian dengan bus dari kampus saya ke rumah. itu terlalu berkemas. Seorang pria berdiri di punggung saya menjebak saya di antara tangannya. saya merasa sangat tidak nyaman dan memintanya untuk melepaskan tangannya,0,0,1
Pelecehan fisik dan pelecehan seksual hingga balas dendam oleh anggota keluarga. Ibu hukum yang berlaku untuk bunuh diri dan tidak memberikan anak-anak untuk balas dendam. Tolong selamatkan hidup dari dendam dan anak-anaknya.,0,0,0
"Ketika saya bersama beberapa teman saya mengunjungi Swoyambhunath, beberapa anak laki-laki menggoda kami dengan bersiul.",0,0,0
seorang anak laki-laki menunjukkan bagian pribadinya,1,1,0
Teman saya dan saya sedang menyeberangi jembatan di stasiun kereta api ketika sekelompok orang mulai bersiul dan memberikan komentar tentang kami.,1,0,0
Merasa aman di stasiun karena lampu dan keramaian,0,1,0
sebuah mobil dengan 4 anak laki-laki menyeberang sangat dekat dengan saya dan menabrak saya,0,0,0
"Saya berada di dalam taksi dan pengemudi mulai berbicara bahwa pelanggan sebelumnya adalah laki-laki dan dia dengan paksa mendapatkan seorang gadis dan memperkosanya. Dia berbicara dalam bahasa Hindi dan dengan sangat rinci dia mengatakan bagaimana dia menembus dan ejakulasi. Saya tidak tahu apa yang harus saya lakukan. Saya masih baru dan baru saja turun dari taksi. Ini adalah Cuffe Parade, colaba to Churchgate",1,0,0
sekelompok anak laki-laki meminta bantuan seksual ketika saya pergi ke hutan untuk buang air besar. Mereka terus mengganggu saya tetapi orang tua saya menyuruh saya untuk mengabaikan mereka,0,0,0
Seorang pria menginjak kaki saya dan bahkan tidak meminta maaf tetapi hanya tersenyum lucu pada saya tetapi saya berasumsi.,0,1,0
Saya sedang berjalan untuk memarkir kendaraan saya di tempat parkir Seawoods ketika beberapa pria yang bercanda berkomentar tentang selera berpakaian saya. Saya merasa jijik dan ingin memukul mereka tetapi tidak bisa mengumpulkan keberanian.,1,0,0
menguntit dan dikomentari oleh anak laki-laki setempat,1,0,0
berperilaku buruk,0,0,1
Seorang anak diperkosa oleh pamannya dan melarikan diri. Dia berusia 13 tahun dan hamil,0,0,0
pengendara becak berteriak dan mengomentari penampilan fisik pejalan kaki,1,0,0
"Itu terjadi ketika saya pergi dengan teman saya untuk mengunjungi pacarnya.Saat di sana, dia bersama salah satu temannya dan kami semua pergi jalan-jalan. Pacar teman saya mulai merayu saya tetapi ketika saya menolak dia melecehkan saya secara seksual pada malam itu. Terima kasih kepada temannya yang campur tangan seperti saya akan diperkosa.",0,1,0
"Mobil dengan jendela kaca dan tanpa plat nomor digunakan untuk mengikuti setiap hari, dalam perjalanan menuju sekolah",0,0,0
Saya hendak masuk ke kompleks gereja ketika seorang pria paruh baya lewat dan bertanya apakah vagina saya kotor dan saya ingin Tuhan membersihkannya ... !!!,1,0,0
"Saya telah berhenti menggunakan jalan utama blok e karena laki-laki dan bahkan anak laki-laki hanya berdiri di sana dan menatap, kadang-kadang bahkan melontarkan komentar kotor.",1,0,0
Seorang pria menunjukkan penisnya dengan memanggilku saudara perempuan lagi dan lagi.,0,0,0
Seseorang mencubit payudaraku. Terjadi di suatu tempat dekat NSP,1,1,1
eve merampas rantai menggoda,1,0,1
Ada tatapan terus menerus saat saya berdiri di dekat stasiun metro. Peristiwa itu terjadi pada sore hari.,0,1,0
sekelompok anak laki-laki melontarkan komentar-komentar cabul ketika saya pulang dari kantor.,1,0,0
"pria dewasa di dalam mobil mengundang untuk menginap, menawarkan uang dan menyalahgunakan penolakan",1,0,0
Pacar teman saya dengan dalih mengajaknya keluar untuk bersenang-senang memperkosanya. dia tidak datang ke sekolah lagi.,0,0,0
Dua pria mengomentari dua gadis di jalan,1,0,0
"Itu terjadi di metro pada malam hari, ketika saya dalam perjalanan pulang, beberapa pria masuk dengan gerbong wanita dengan paksa.",1,0,0
Seorang anak laki-laki mengikuti saya sampai perguruan tinggi dari stasiun.,0,0,0
mandir ke samne bhot se ladke khde rhete hae atau picha karte hae,1,0,1
Saya berusia 10 tahun dan akan kembali dari sekolah ketika tetangga saya yang seperti paman saya memegang tangan saya di dekat ruang koloni dan baru saja mulai mengatakan kepada saya bahwa dia mencintaiku dan menggunakan kata-kata yang sangat tidak nyaman.,1,1,0
"Korban turun dari mobil dan menunggu dua temannya di luar Blok C di Connaught Place. Temannya datang dan ketika mereka sedang berjalan menuju area parkir, dua orang datang dengan sepeda dan menyambar tasnya.",0,0,0
"di malam hari ,, apa yang terjadi setiap saat di sana ,,,, sangat tidak aman di malam hari",0,0,0
"Saya menyeberang ke sisi lain jalan menggunakan kereta bawah tanah delhi metrowhen ths orang mencoba untuk menyeberang saya di tangga mengetahui laki-laki delhi saya selalu dekat dengan pagar setidaknya di satu sisi kali ini hanya ada empat inci celah di mana laki-laki itu mencoba untuk melewati saya sebelum itu saya berbalik, menangkapnya dengan tangan kosong dan menyeretnya ke ruang kendali polisi daripada segera mengirim musuh seorang polisi wanita dan memesan pria itu untuk pelanggaran mereka mencoba mencari bukti di kamera !! dan ternyata kamera pengintai di tangga tersebut telah rusak selama beberapa bulan terakhir. Pria itu kemudian mulai mengancam saya untuk mengajukan FIR terhadap saya karena menanganinya !!! polisi melihat ketika dia dengan kasar berdebat dengan saya dan bahkan membujuk saya untuk membiarkan pria itu pergi dengan syarat dia akan meminta maaf !! Saya menyia-nyiakan satu jam menunggu untuk menelepon petugas senior wanita yang bertanggung jawab tetapi petugas terus memberi alasan dan juga memperingatkan saya bahwa lebih banyak jam akan terbuang jika saya tinggal o untuk mengajukan keluhan 'Ini tidak sepadan dengan masalah kecil Madamquotquot mereka terus mengatakan bahkan ketika mereka meminta Identitas saya, pekerjaan dll. Mereka bahkan tidak menjaga anonimitas saya sebelum tertuduh yang secara diam-diam merekam no telepon saya dan saya kira beberapa no yang tidak diketahui yang meminta no saya dari waktu ke waktu sejak saat itu bisa jadi pria ini lebih dari pria yang saya rasa ingin menghancurkan orang-orang polisi itu menjadi bubuk. keamanan kita, seberapa aman kita?",0,0,1
Banyak anak laki-laki di kelas saya ketika saya di kelas lima biasanya suka menyentuh pantat saya dan bahkan ingin menyentuh payudara saya. Beberapa suka berkomentar dan yang lain membuat catcall dan whistle dan yang lainnya.,0,0,1
Saya takut untuk mengambil skywalk. Tidak terlalu ramai karena orang menghindari menaiki tangga. Pecandu narkoba atau pemabuk terlihat berlama-lama di sky walk.,0,0,0
Seorang pria mulai menyanyikan lagu-lagu cabul bhojpuri ketika saya melihat ke arahnya,0,0,0
"beberapa dua pria datang mencari gadis berbentuk tiga di lingkungan itu. Mereka melihat ibunya, bukannya paskah, mereka datang mencari dan melarikan diri.",0,0,0
"ketika saya dalam perjalanan ke rumah sepulang sekolah, beberapa anak laki-laki lokal menggodaku",1,0,0
gangguan,1,1,0
Saya di-catcall oleh seorang pria,0,0,0
Saya sedang berjalan di jalan ketika seorang pria memanggil saya dengan nada rendah tetapi saya berasumsi,0,0,0
Saya dikomentari oleh orang asing yang bahkan tidak perlu menyentuh saya.,1,0,1
di malam hari 2 anak laki-laki mengomentari beberapa anak perempuan,1,0,0
"ketika saya pergi mengunjungi teman saya, saya menemukan saudara laki-lakinya dan dia menyuruh saya duduk dan dia datang dan melepaskan ikat pinggangnya dan ingin memperkosa saya tetapi dia tidak berhasil",0,0,0
Meraba-raba,0,1,1
"Mantan pacar saya mulai menguntit dan mengirimi saya surat hitam. Ke mana pun saya pergi, dia selalu ada di belakang saya. Saya terlalu takut untuk meninggalkan rumah. Jadi selama sebulan saya tidak kemana-mana. Itu terjadi antara Juni 2014. kemudian saudara perempuan saya dan seorang teman membantu saya keluar dari situasi ini. Lokasi kampus saya, rumah, uang sekolah, ke mana pun saya pergi",0,0,0
Saya sedang menunggu teman saya di dekat stasiun metro Uttam nagar di malam hari dan kemudian sekelompok anak laki-laki mulai memberikan komentar.,1,0,0
NAMA?,1,0,1
"Di kelasku, seorang anak laki-laki diam-diam mengklik gambar seorang gadis. Ketika dia bertanya padanya, dia menolak dan mulai berdebat dengan gadis itu dalam bahasa yang buruk",0,0,0
"Saya tersentuh di tempat-tempat pribadi di area keramaian, itu terjadi di jagannath puri di dalam kuil",0,0,1
Ogling dan berkomentar di GK II,0,1,0
terjadi di malam hari,0,0,0
beberapa orang mencoba merebut dompet saya,0,0,0
Goda Eve dilihat dan dilaporkan.,1,1,0
ketika saya kembali dari kepelatihan,0,0,0
di malam hari saya dipanggil oleh guru saya untuk tution,0,0,0
"Kejadian ini terjadi dengan saya dan teman saya sekitar 6 bulan yang lalu dengan saya dan teman saya di malam hari. Kami sedang dalam perjalanan ke tempat susu induk di mana seorang pria mulai memberikan komentar tentang kami. Awalnya kami cuekin. Setelah beberapa hari, dia memegang tangan teman saya dan memintanya untuk ikut dengannya. Kami berdua gelisah. Kemudian dia menangkap teman saya. Kami telah belajar bela diri di perguruan tinggi kami dan itu membantu kami. Ketika kami kembali ke rumah, kami membagikan ini dengan orang tua kami.",0,0,1
Saya akan pulang dari pasar ketika saya mencapai panggung beberapa anak laki-laki mulai bersiul pada saya tetapi saya mengasumsikan mereka,0,0,0
Aku sedang keramaian. Aku melihat seorang gadis disentuh oleh seorang pria di bagian sensitifnya.,0,0,1
"Saya tersentuh oleh saudara sepupu saya, saya merasa sangat dilecehkan tetapi dia membujuk saya dengan hal-hal yang berbeda seperti dia berperilaku seperti dia peduli tetapi menyentuh organ seksual saya",0,0,1
ipar saya bertingkah buruk dengan saya di jalan dekat rumah kami. dia meminta bantuan seksual. Saya tidak memberi tahu siapa pun tentang hal itu karena tidak ada yang akan mempercayai saya. ini terjadi di dekat balaji chowk,0,0,1
"disiul di jalur komunitas saya, setelah itu saya mengubah rute saya",0,0,0
"Itu adalah momen yang memalukan dan mengerikan bagi saya, ketika saya menemukan beberapa remaja laki-laki mengambil foto vulgar saya, di aula bioskop (",0,0,0
Seorang pria mengikutiku dari stasiun hingga hampir persimpangan jalan di mana semua ruang pamer mulai berdatangan.,0,1,0
pada malam hari saya kembali ke rumah dari pasar ............ satu orang mengikuti saya saya takut dan melarikan diri dari mereka,0,0,0
guru memukuli siswa di pantat.,0,0,0
Ada yang berkomentar saat saya jalan-jalan sore.,1,0,0
Terjadi di pagi hari saat berada di bus DTC yang bergerak.,0,0,1
seorang pria dengan sepeda mendekati saya dan membuat ajakan seksual. Saya hanya terus mengabaikan dan kemudian dia pergi.,0,0,0
kami akan pergi ke stasiun metro ketika beberapa pria di sana mulai bersiul pada kami.,0,0,0
Dilecehkan di malam hari,0,0,0
Pada hari Senin malam saya melihat seorang gadis berjalan dan empat anak laki-laki mengambil fotonya,0,0,0
"Saya berada di dalam bus ketika saya mendengar beberapa pria mengomentari saya, saya tidak melihat ke belakang untuk melihat siapa mereka",1,0,0
guru memukuli kepala siswa,0,0,0
"Insiden ini terjadi pada 25 September, jam 5 sore di Area Parkir Mall West Gate. Sekelompok anak laki-laki yang berdiri di area parkir mobil berkomentar dan bersiul pada setiap gadis yang lewat dari sisi itu.",1,0,0
berperilaku buruk,1,1,0
"kucing memanggil, mengedipkan mata.",1,0,0
"jalannya sepi, tanpa ada orang bahkan di halte bus. hanya ada Sopir Taksi yang berdiri di sana dan tidak ada orang yang berjalan bahkan pada jam 8 pagi di jalan.",0,0,0
saya mencoba untuk dilecehkan secara seksual saat menunggu di platform untuk seorang teman,1,0,1
Seorang pria biasa berpura-pura buang air kecil di belakang flat kami. Pria ini dapat mengambil bagian pribadinya setiap kali dia melihat seorang wanita di area memasak yang berada di belakang flat. Dia melakukan ini lebih sering dan ketika orang-orang mengeluh bahwa tuan tanah datang dan memagari seluruh flat.,0,0,0
berperilaku buruk,1,0,0
sekelompok anak laki-laki di toko momo terus menatap pantatku dan tertawa,1,0,0
Saya dan teman saya sedang lewat di jalan beberapa kelompok anak laki-laki mengomentari kami mengatakan lihat gadis cantik akan datang.,1,0,0
"Ini terjadi di dekat bioskop virat. saya akan kembali ke rumah. orang-orang yang berdiri di sudut ini mengomentari saya dan menyentuh saya secara tidak pantas. ketika saya melarikan diri, beberapa dari mereka mulai mengikuti saya. Saya berpura-pura seperti seorang bibi yang berjalan di dekatnya adalah kerabat saya dengan memanggilnya bhabhi. ini takut pada laki-laki dan mereka pergi. Saya kemudian memberi tahu bibi itu apa yang terjadi. Saya berumur 16 tahun.",1,0,1
sekelompok pria minum di dekat area yang terang benderang dan menatapku terus menerus,0,0,0
"Saya pernah ke Bali untuk vaksinasi dengan keluarga saya, saya keluar dari hotel saya sebelum keluarga saya, ingin mengklik gambar dan kemudian seorang pengemudi mobil berkata, `` Saya suka bercinta dengan orang India. Saya sangat marah, saya kembali ke hotel dan mentalitas pelitnya merusak satu hari yang menyenangkan dalam perjalanan saya.",0,0,0
"Itu terjadi pada malam 1 Desember ketika saya pergi bersama teman-teman saya untuk makan malam, setelah menyelesaikan makan malam kami, saya meninggalkan restoran bersama dengan salah satu teman saya, karena kami tinggal di kota di mana gadis-gadis tidak berkeliaran setelah jam 8 malam. Meskipun itu adalah pusat utama kota, sangat sedikit toko yang buka dan yang bisa saya lakukan hanyalah menemukan sebuah mobil segera untuk mencapai asrama perguruan tinggi kami. Ketika saya berdiri keluar dari restoran di jalan, tiba-tiba sebuah sepeda melewati saya dan seorang pria yang duduk di belakang memukul pantat saya. Semua terjadi begitu cepat sehingga saya tidak bisa bereaksi dan pada saat saya sadar, dia berkuda dengan cepat. Di sana ada beberapa geng anak laki-laki di depan yang menunggu kami Mereka menertawakan kejadian ini meskipun mereka terlihat berpendidikan !! (Saya tahu pendidikan tidak terlalu penting, itu hanya asuhan). Saya datang ke kota ini (Bhimavaram) tahun lalu untuk belajar kedokteran gigi. Ada begitu banyak orang terpelajar di sini dan juga banyak orang kaya Richi tetapi itu tidak membuat kotanya lebih baik jadikanlah yang TERBAIK dan orang-orang di sini berpikiran kotor! Agak oke untuk memahami bahwa apa yang disebut orang quotquot mempertahankan sikap itu (saya tidak bermaksud mereka harus) tetapi orang yang berpendidikan tinggi melakukan hal-hal seperti itu tidak masuk akal.",0,1,1
"berkomentar, paparan tidak senonoh oleh orang-orang",1,0,0
Saya sedang berjalan ke sekolah ketika sekelompok pria yang duduk di sekitar garasi mulai memanggil saya dan tertawa saat berbicara,1,1,0
"Sepulang sekolah, saya berjalan kembali ke rumah saya, seorang pria berusia pertengahan 20-an, tampaknya berpendidikan tetapi masih melakukan sesuatu yang sangat murah, dengan membuat komentar buruk yang membuat saya takut bepergian sendirian.",1,0,0
Saya dikomentari.,1,0,0
beberapa pria menggoda gadis-gadis itu dan dia merasa sangat tidak nyaman.,1,0,0
Ada beberapa contoh di mana saya disentuh oleh beberapa pria secara acak selama jam-jam sore.,0,0,1
"Seorang pria asing mengikuti saya dari stasiun Dombivli ke jalan gpute. Ketika saya menyadari dia mengikuti saya, saya berbalik dan memarahi saya kembali. Dia menyangkal bahwa dia melakukan itu.",0,0,0
"dalam perjalanan pulang, saya melihat seorang gadis ditarik dan didorong oleh seorang anak laki-laki menuju mobilnya. Ketika gadis itu membalas, dia ditampar dan dipukul. Setelah banyak pemukulan dan pelecehan, gadis itu dipukul dengan pukulan dan dilempar ke jalan dan saya mendengar anak laki-laki itu berteriak bahwa sekarang Anda tahu apa yang terjadi ketika Anda menolak untuk ikut dengan saya ke rumah saya.",1,0,1
"Suatu hari di malam hari di jalan, cahaya redup dan seorang lelaki tua mengikuti saya sampai gerbang universitas dan sangat membenci saya.",1,0,0
Ekspresi wajah dibuat dengan eksposur yang kotor pada malam hari.,0,1,0
"Di angkutan umum, pengelompokan amp menyentuh tidak tepat karena terburu-buru.",1,1,1
Mengemudi sembrono,0,0,0
jamalpoor bajar dari cakla,1,0,0
"pada malam dan malam hari. biaya kuliah CA saya ada di sana, saya setiap hari biasa menghadapinya di sana. sangat tidak aman di malam hari",1,0,1
"kolega saya diganggu oleh manajernya dan ketika dia mengeluh kepada bagian SDM, mereka menolak untuk mempercayainya. Rekan saya yakin bahwa karena manajer berkontribusi pada profil pendapatan perusahaan, mereka tidak mengatakan apa pun kepadanya. akhirnya, dia mengundurkan diri.",0,0,0
Meraba-raba stasiun dadar,0,0,1
"Sore hari, saat bepergian dengan angkutan umum, ada hal-hal tak senonoh yang meraba-raba.",0,0,1
"Seorang wanita yang memakai perhiasan pergi ke rumah temannya untuk menghadiri puja. Sekembalinya, 2 anak laki-laki datang dengan sepeda dan menyambar perhiasannya.",0,0,0
Saya diikuti oleh 3 orang dari jalan utama,0,0,0
di malam hari 2 anak laki-laki datang dengan sepeda menyambar rantai saya,0,0,0
"Ketika saya meninggalkan mal kota tertentu, beberapa orang berkomentar tidak senonoh tentang perjalanan kami dari gerbang perbelanjaan ke gerbang keluar. Ini terjadi pada Sore hari.",1,0,0
Beberapa orang telah melaporkan bahwa MG Road adalah tempat paling tidak aman di Gurgaon. Kami membutuhkan lebih banyak polisi dan kendala lain seperti kamera cctv untuk membuatnya lebih aman.,0,0,0
Komentar tidak senonoh disampaikan tepat di luar rumah saya.,1,0,0
"Saat itu sekitar Desember 2013 sore, seseorang menarik pantat saya dari belakang. Tidak tahu siapa dia ketika saya berbalik (kerumunan stasiun Metro.",0,1,1
terjadi di pagi hari,1,0,0
Suatu hari ketika saya bepergian dengan bus paket. Ada seorang pria yang berdiri di dekat saya. Dia menyentuh saya lebih dari 23 kali. Saya pikir dia pasti melakukannya secara tidak sadar tetapi kemudian saya menyadari bahwa dia melakukannya dengan sengaja. Lalu aku mencubitnya lain kali ketika dia mencoba menyentuhku. Dia minta maaf padaku.,0,1,0
Insiden ini terjadi sekitar bulan Maret 2013 di stasiun metro rajiv chowk pada sore hari. Saya menaiki kompartemen umum metro dwarka di rajeev chowk. Seorang pria berusia 40 tahun mengomentari saya sebagai 'maal'.,1,1,0
orang-orang mengikuti.,0,0,0
orang-orang mengomentari pakaian dan postur tubuh saya.,1,1,0
Sepupunya diikuti oleh orang asing saat berbelanja di bandra.,0,0,0
adikku diikuti oleh 2 laki-laki,0,0,0
Seorang pembantu rumah tangga dianiaya secara fisik oleh anak dari rumah tersebut tetapi orang tuanya tidak mengambil tindakan apapun.,0,0,0
"Marine drive adalah tempat wisata terkenal di mumbai, orang cenderung mengambil banyak foto jadi suatu kali ketika saya keluar dengan sepupu saya dan kami bersantai di sana ketika beberapa kelompok anak laki-laki di mana mengambil foto dan bersama dengan itu mereka mencoba untuk mengambil foto kami juga yang menyamar.",0,0,0
ketika saya pulang ke rumah Jumat lalu saya dipaksa untuk mencium seseorang yang tidak saya kenal,0,0,0
Ada insiden ketika foto saya diambil saat saya keluar pada sore hari.,0,0,0
seorang pecandu narkoba melintas padaku,0,0,0
Menjadi mahasiswa saya bepergian setiap hari,1,0,0
seorang wanita saat pergi ke kuil sedang diejek ketika tiga anak laki-laki yang lebih muda mengomentarinya.,1,0,0
Seorang pria mencoba mendorong saya ke bahu saya. Tempat itu penuh sesak. Saya menamparnya.,0,1,1
Sekelompok pria terus menatap saat saya naik metro. Itu terjadi pada sore hari.,0,1,0
seorang pria mengikuti saya cukup lama sebelum saya harus memberi tahu orang-orang,0,0,0
Dilecehkan secara seksual oleh sekelompok pria saat masuk ke dalam bus,0,0,1
suatu hari saya pulang ke rumah dengan teman saya dalam cara dia menggoda seorang gadis dan mendukungnya,1,0,0
"seorang gadis akan pulang dan pria di belakangnya mulai mengikuti sambil memanggilnya, dia mengabaikannya dan melanjutkan",0,0,0
Menatap dan berkomentar,1,1,0
"Setelah kuliah teman saya kembali ke rumah, di dalam bus ada seorang pria paruh baya yang menggodanya dan bersiul dan dia merasa gugup dan buru-buru pergi.",0,0,0
"di malam hari, anting-anting saya direnggut",0,0,0
Ogling / Ekspresi wajah.,0,1,0
"Sekitar enam bulan sebelumnya, saya dan saudara perempuan saya pergi ke jalan utama untuk mendapatkan beberapa materi. Dalam perjalanan pulang ke rumah, beberapa anak laki-laki bersiul dan menggoda kami. kami memarahi mereka.",0,0,0
berperilaku buruk,1,1,0
dari kereta yang lewat,1,0,0
Saya diseret oleh orang asing yang berpegangan sangat kuat dan memaksa saya untuk menari bersama mereka di pesta ulang tahun kantor.,1,1,1
"Saat saya berada di pasar, pencahayaan sangat redup dan beberapa anak laki-laki mulai berkomentar dan menyentuh saya.",1,0,0
pasangan itu pergi ke kakribihar (surkhet) untuk akhir pekan. sedikit orang lain yang berkomentar dan mengambil foto. perilaku ini menciptakan perkelahian antara pasangan dan kelompok. orang-orang itu membunuh anak laki-laki itu dan mengetuk gadis itu,1,0,0
DOMPET DAN TELEPON SAYA DICURI DI BUS DAN JUGA KELUHAN NAMUN TETAPI TIDAK ADA TINDAKAN YANG TERDUDUK,0,0,0
"Saya bepergian dari stasiun Chembur ke stasiun Kurla untuk naik kereta menuju Dadar. Aku berada di kompartemen wanita tengah dan segera setelah kereta berhenti di Kurla. Saya mulai berjalan menuju peron dan karena kereta baru saja melewati jembatan sangat ramai. Ada seorang pria berjalan di belakangku, dan dia menyentuhku. Saat aku menyadari bahwa dia menyentuhku, aku berbalik dan berteriak padanya dan berteriak dalam bahasa hindi ki haath kyu lagaya? dia malu tapi tidak ada yang mau campur tangan. Saya pikir harus ada perlindungan polisi yang diberikan di stasiun kurla karena mereka selalu ramai karena kesibukan dari jalur pusat dan pelabuhan.",0,0,1
dilecehkan di malam hari,0,0,1
"menyentuh meraba-raba dan berkomentar oleh orang-orang mabuk, di dekat toko anggur dan bir",1,0,1
Ketika saya berumur 9 tahun saya dilecehkan secara seksual oleh seorang salesman. Saya tidak bisa berkata apa-apa. Di gedung saya. Saya mencari dia tetapi saya tidak dapat menemukannya.,0,0,0
Dilecehkan di pagi hari,0,0,0
Menyikut,0,1,1
"dalam perjalanan ke sekolah, seorang pria di akhir masa remajanya bersiul. dia sendirian.",1,0,0
salah satu teman saya melakukan bjmc dan dia mendapat magang di saluran berita dan produser acara itu akan menceritakan pengalaman seksual pribadinya yang merupakan salah satu jenis eksploitasi anak muda,0,0,0
Saya bersama teman-teman saya dan seorang pria datang dan menyentuh payudara saya dan pergi,0,0,1
Salah satu teman saya diberi undangan seksual dan juga disentuh secara tidak pantas oleh kerabatnya. Awalnya dia tidak melakukan apa-apa tetapi ketika kejadian itu terjadi lagi dia memperingatkan kerabatnya atas perbuatannya.,0,0,1
Teman saya diikuti oleh 3 anak laki-laki dari rumah sampai kuliah. Itu terjadi dua kali.,0,0,0
Saya menyaksikan sebuah insiden ketika beberapa gadis diejek oleh beberapa pria selama jam-jam sore.,1,1,0
"seorang wanita sedang lewat dan beberapa pria mulai menatap dan berbicara padanya dengan cara yang sepertinya menunjukkan bahwa mereka mengaguminya, tetapi wanita itu mengabaikan mereka.",1,0,0
"Saya sedang menuju rumah saya. Dalam perjalanan ke rumah, saya naik subway. Saya melihat seorang pria mengikuti saya. Dia mengikuti saya selama 15 menit. Saya menelepon saudara laki-laki saya.",0,0,0
"Setelah debat, 78 pria yang mabuk dan berdiri di luar gerbang kampus mencoba masuk dan berkomentar, bersiul, dan melirik. Itu terjadi di malam hari.",1,1,0
"Ada orang ini di dekat lokasi konstruksi, mungkin seorang buruh. dia membuat suara ciuman saat aku melewatinya. Waktu dan Tanggal Laporan 29/03/2013 1139 pagi",0,1,0
Dia mengancam saya dengan melakukan percakapan yang tidak pantas (mengancam). Itu terjadi pada sore hari.,1,0,0
terjadi pada pagi hari di stasiun metro universitas. orang-orang berkomentar dan menggodaku.,1,0,0
suatu hari bibi saya kembali dari kantor .. dia menemukan seorang gadis ditinggal oleh seorang pria dari beberapa hari jadi dia ditipu dan bibi saya membantunya dan mencari pria itu,0,0,0
adalah korban serangan seksual RAPE,0,0,0
"Pada pagi hari, seorang wanita berjalan lewat dan pria kurus datang dan memanggil namanya, dan mengomentari sosoknya. Wanita itu menanganinya dan dianiaya.",1,1,0
Seorang pria mencoba melepaskan penisnya dari bahu seorang wanita di dalam bus.,0,0,1
Ini terjadi pada sesama penumpang saya yang bepergian dengan metro. Dia diusir dari stasiun metro karena dia dikutip dari pakaian yang berbeda.,0,1,0
ogling,0,1,0
Ketika saya pulang ke rumah setelah menyelesaikan kelas saya. Saya mengantri untuk naik bus mikro dan ada seorang gadis di seberang saya saat itu seorang pria muda mencoba menyentuh payudaranya.,0,0,1
saya datang dari turramnagar setelah berbelanja dan orang asing menyentuh saya,0,0,1
"Saya bepergian dengan bus DTC di malam hari, seorang anak laki-laki dengan sengaja menimpa seorang gadis yang berdiri di belakangnya, saya melaporkannya kepada kondektur tetapi dia tidak melakukan apa-apa dan mengatakan bahwa itu hanya kesalahan. Bus DTC sama sekali tidak aman untuk anak perempuan.",1,1,0
"Ketika saya kembali dari berbelanja, saya melihat seorang pria yang berada di belakang saya dari beberapa waktu dan yang membuat saya takut adalah dia mengikuti saya sampai rumah saya.",0,0,0
beberapa anak laki-laki di toko itu menatap dan bersiul pada anak perempuan,1,1,0
